, ,"Alexandria, VA","Alpharetta, GA","Antioch, CA","Arlington Heights, IL","Aurora, CO","Baton Rouge, LA","Bellevue, WA","Billings, MT","Blue Springs, MO","Bowling Green, KY","Broken Arrow, OK","Buena Park, CA","Camden, NJ","Carson, CA","Cedar Hill, TX","Charleston, SC","Chicago, IL","City of Sammamish, WA","Collierville, TN","Compton, CA","Corona, NY","Cypress, CA","Dayton, OH","Delray Beach, FL","Downers Grove, IL","East Brunswick, NJ","East Norwalk, CT","Edmond, OK","Elmhurst, IL","Euless, TX","Fayetteville, NC","Florin, CA","Fort Smith, AR","Fresno, CA","Gastonia, NC","Goodyear, AZ","Green Bay, WI","Hamilton, OH","Haverhill, MA","Highland, CA","Huntersville, NC","Iowa City, IA","Jacksonville, FL","Joplin, MO","Kennewick, WA","Kissimmee, FL","Laguna Niguel, CA","Lakewood, NJ","Lawrence, KS","Lenexa, KS","Livermore, CA","Loveland, CO","Malden, MA","Marietta, GA","Melbourne, FL","Metairie Terrace, LA","Millcreek, UT","Mission Viejo, CA","Moreno Valley, CA","Nampa, ID","New Haven, CT","Noblesville, IN","North Miami, FL","Oak Lawn, IL","Omaha, NE","Ozone Park, NY","Paradise, NV","Paterson, NJ","Perth Amboy, NJ","Pittsburg, CA","Pomona, CA","Portland, ME","Racine, WI","Redmond, WA","Richmond, VA","Rock Hill, SC","Roswell, NM","Saint George, UT","San Antonio, TX","San Marcos, TX","Santa Clara, CA","Schaumburg, IL","Shreveport, LA","South Gate, CA","Sparks, NV","Springfield, OR","Stratford, CT","Tacoma, WA","Tempe Junction, AZ","Tigard, OR","Trenton, NJ","Tyler, TX","Vancouver, WA","Waldorf, MD","Waterloo, IA","West Coon Rapids, MN","West Orange, NJ","Wheaton, MD","Woodland, CA"
749,"Richmond, VA",100.98,599.38,3164.2,932.56,2714.24,1521.24,4056.86,2219.87,1161.62,663.62,1295.01,2794.9,249.9,2818.16,1382.3,450.19,896.5,4052.27,919.19,2811.16,361.92,2810.61,503.69,897.63,918.58,301.91,389.71,1657.2,921.89,1381.78,210.95,3186.76,1189.83,3033.64,387.85,2448.15,1230.91,523.16,613.08,2747.37,390.81,1096.6,601.13,1113.54,3852.03,759.88,2819.93,301.01,1365.12,1341.03,3151.66,2765.67,596.11,621.13,777.02,1593.73,3231.42,2814.33,2741.41,3592.4,425.11,728.04,938.43,890.59,1342.34,370.58,2721.15,348.65,324.26,3169.28,2775.29,691.89,966.03,4059.81,,376.79,1957.27,2784.6,1635.44,1586.96,3155.73,929.01,1266.35,2809.52,3162.12,4108.84,409.5,4075.62,2426.57,4008.7,281.99,1350.16,4004.65,92.08,1187.95,1386.36,337.43,115.08,3214.09
759,"Rock Hill, SC",476.9,225.6,2901.79,878.57,2451.82,791.01,3794.44,2165.88,1058.34,482.97,1191.73,2532.49,625.83,2555.75,1119.89,185.37,842.52,3789.86,815.91,2548.75,737.84,2548.19,508.02,646.54,864.6,677.83,765.63,1394.79,867.91,1119.37,179.59,2924.35,1086.55,2771.23,35.75,2185.73,1176.93,517.54,989.01,2484.95,40.74,1042.61,350.04,1010.26,3589.62,508.8,2557.52,676.93,1261.62,1237.52,2889.25,2503.26,972.03,247.35,525.93,807.77,2969.01,2551.91,2478.99,3329.99,801.03,674.05,687.34,836.61,1357.04,746.5,2458.74,724.58,700.18,2906.86,2512.88,1067.81,912.05,3797.4,377.34,,1694.86,2522.18,1373.03,1324.54,2893.32,875.02,845.86,2547.11,2899.7,3846.43,785.43,3813.21,2164.16,3746.28,657.92,942.12,3742.24,468.01,1133.97,1332.37,713.35,491.01,2951.67
769,"Roswell, NM",1999.31,1509.84,1309.43,1593.84,502.35,1135.54,1844.97,1055.46,1118.57,1388.86,870.55,940.14,2173.0,963.39,594.33,1774.06,1580.85,1840.38,1156.28,956.4,2282.12,955.84,1629.36,1952.79,1569.56,2215.06,2309.81,769.03,1572.86,574.69,2068.41,1332.0,988.93,1178.88,1885.12,593.38,1785.02,1609.69,2533.18,892.6,1894.78,1581.8,1684.68,973.25,1640.14,1788.7,965.17,2223.65,1071.97,1091.21,1296.9,553.79,2516.21,1493.5,1839.47,1208.03,1019.54,959.56,886.64,1380.52,2345.21,1590.41,1993.6,1568.42,1209.86,2290.78,744.74,2249.69,2215.28,1314.51,920.52,2611.99,1669.99,1847.93,1975.01,1721.59,,746.6,591.2,620.75,1300.97,1590.29,880.66,954.76,1491.96,1896.96,2329.6,1863.73,571.8,1796.81,2190.51,699.31,1792.76,2022.99,1742.38,1940.47,2246.08,2005.28,1359.32
779,"Saint George, UT",2826.95,2337.47,674.7,2421.48,673.15,1963.18,1123.06,943.52,1279.79,2216.49,1698.18,388.06,3000.64,411.32,1421.96,2601.7,2408.49,1118.47,1983.92,404.32,3109.76,403.77,2456.99,2780.43,2397.19,3042.69,3137.45,1596.66,2400.5,1402.33,2896.05,673.17,1816.57,516.92,2712.75,400.49,2070.86,2437.33,3360.82,347.45,2722.42,1448.19,2512.32,1800.89,918.23,2616.34,413.09,3051.28,1225.5,1257.08,662.16,700.14,3343.84,2321.14,2667.11,2035.67,297.62,407.49,361.83,658.6,3172.85,2418.05,2821.23,2396.05,1194.51,3118.42,125.49,3077.32,3042.91,679.77,368.45,3439.63,2497.63,1126.02,2802.64,2549.23,746.43,,1333.47,1363.02,666.23,2417.93,1708.3,402.68,531.51,1175.04,3157.24,1141.82,427.1,1074.9,3018.14,1526.95,1070.85,2850.63,1453.42,1772.46,3073.71,2832.92,684.15
789,"San Antonio, TX",1676.97,1187.49,1713.64,1271.5,1263.68,813.2,2606.3,1816.79,975.26,1066.51,727.23,1344.34,1850.66,1367.6,291.1,1451.72,1258.51,2601.71,833.94,1360.6,1959.78,1360.04,1307.01,1630.45,1247.21,1892.71,1987.47,625.71,1250.52,304.15,1746.07,1736.2,666.59,1583.08,1562.77,997.59,1462.68,1287.35,2210.84,1296.8,1572.44,1259.45,1362.34,829.94,2401.47,1466.36,1369.37,1901.3,928.66,947.9,1701.1,1315.11,2193.86,1171.16,1517.13,885.69,1780.86,1363.76,1290.85,2141.84,2022.87,1268.07,1671.25,1246.07,1066.55,1968.44,1270.59,1927.34,1892.93,1718.71,1324.73,2289.65,1347.65,2609.25,1652.66,1399.25,590.63,1334.03,,48.58,1705.17,1267.95,558.32,1358.96,1711.56,2658.28,2007.26,2625.06,976.01,2558.13,1868.16,439.71,2554.09,1700.65,1420.03,1618.12,1923.73,1682.94,1763.52
799,"San Marcos, TX",1612.03,1122.56,1741.85,1206.56,1291.88,748.26,2634.51,1845.0,762.08,1001.58,522.09,1372.55,1785.72,1395.81,226.17,1386.78,1193.57,2629.92,769.0,1388.81,1894.84,1388.25,1242.08,1565.52,1182.28,1827.78,1922.53,506.17,1185.58,239.21,1681.13,1764.41,601.65,1611.29,1497.84,1025.79,1397.74,1222.41,2145.9,1325.01,1507.51,1194.52,1297.4,610.33,2429.68,1401.42,1397.58,1836.37,809.11,741.12,1729.31,1343.32,2128.93,1106.23,1452.19,820.75,1809.07,1391.97,1319.05,2170.05,1957.93,1203.13,1606.32,1181.14,947.0,1903.5,1298.8,1862.41,1828.0,1746.92,1352.94,2224.71,1282.71,2637.46,1587.73,1334.31,618.83,1362.24,49.21,,1733.38,1203.01,493.38,1387.17,1739.76,2686.49,1942.32,2653.27,1004.22,2586.34,1803.23,312.03,2582.3,1635.71,1355.1,1553.19,1858.8,1618.0,1791.73
809,"Santa Clara, CA",3197.98,2708.5,67.15,2792.51,1263.51,2334.21,854.44,1296.93,2317.24,2587.52,2069.21,376.06,3371.67,365.29,1793.0,2972.73,2779.52,863.42,2354.95,364.38,3480.79,378.05,2828.02,3151.46,2768.22,3413.73,3508.48,1967.69,2771.53,1773.36,3267.08,124.37,2187.6,154.56,3083.78,708.17,2983.69,2808.36,3731.85,422.23,3093.45,2780.46,2883.35,2171.92,904.18,2987.37,413.69,3422.31,2270.64,2289.88,31.57,1290.5,3714.88,2692.17,3038.14,2406.7,775.83,411.99,415.21,661.7,3543.88,2789.08,3192.26,2767.08,2408.53,3489.45,545.29,3448.35,3413.94,62.74,385.56,3810.66,2868.66,860.94,3173.67,2920.26,1527.13,666.26,1704.5,1734.05,,2788.96,2079.33,358.58,259.36,569.1,3528.27,820.5,733.42,670.7,3389.17,1897.98,686.48,3221.66,2344.06,2125.87,3444.74,3203.95,125.9
819,"Schaumburg, IL",818.8,827.54,2913.99,10.76,1098.3,1271.03,2555.02,1363.91,498.77,494.63,694.96,2544.69,957.44,2567.95,1132.09,1030.9,43.77,2550.44,712.03,2560.95,965.23,2560.39,332.77,1454.82,26.68,940.0,967.97,1406.99,18.21,1131.57,1011.98,2936.55,939.62,2783.43,828.68,2197.94,199.45,333.99,1191.34,2497.15,838.35,240.64,1158.32,592.38,2350.19,1280.95,2569.72,972.82,553.83,529.74,2901.45,1036.37,1174.37,814.99,1334.21,1343.52,1414.23,2564.11,2491.2,2090.57,1003.37,219.96,1495.62,36.66,486.38,973.89,2470.94,935.92,940.21,2919.07,2525.08,1270.15,64.29,2557.98,918.57,866.05,1707.06,2534.39,1385.23,1336.75,2905.52,,1016.14,2559.31,2911.91,2607.01,987.76,2573.79,2176.36,2506.86,942.86,1099.95,2502.81,839.75,331.99,530.4,933.49,799.88,2963.87
829,"Shreveport, LA",1277.78,632.58,2057.44,872.31,1607.48,265.29,2950.1,2160.6,538.18,667.33,351.86,1688.15,1451.48,1711.41,275.55,896.81,859.33,2945.52,434.75,1704.41,1560.59,1703.85,907.83,1075.54,848.03,1493.53,1588.28,550.44,851.34,275.02,1346.89,2080.01,257.96,1926.89,830.19,1341.39,1063.49,888.16,1811.66,1640.61,1173.26,860.27,807.43,399.92,2745.27,911.45,1713.18,1502.12,565.74,570.9,2044.91,1658.92,1794.68,616.25,962.22,337.78,2124.67,1707.57,1634.65,2485.65,1623.68,868.88,1116.34,846.89,727.55,1569.26,1614.39,1528.16,1493.75,2062.52,1668.53,1890.46,948.47,2953.06,1253.48,844.34,850.52,1677.84,528.68,480.2,2048.98,868.77,,1702.77,2055.36,3002.09,1608.07,2968.86,1319.82,2901.94,1468.98,99.45,2897.9,1301.46,1020.85,1218.94,1524.55,1283.75,2107.33
839,"South Gate, CA",2852.14,2362.67,366.89,2446.68,1074.62,1988.38,1287.1,1345.0,1971.4,2241.69,1723.38,18.56,3025.84,13.61,1447.16,2626.9,2433.69,1282.51,2009.12,5.45,3134.95,20.55,2482.19,2805.63,2422.39,3067.89,3162.64,1621.86,2425.7,1427.52,2921.25,389.45,1841.76,236.33,2737.95,362.34,2637.85,2462.52,3386.02,76.39,2747.62,2434.63,2537.52,1826.09,1082.27,2641.53,56.19,3076.48,1924.81,1944.04,354.35,1101.61,3369.04,2346.34,2692.31,2060.87,699.1,54.49,69.37,839.78,3198.04,2443.24,2846.43,2421.25,2062.69,3143.62,282.05,3102.52,3068.11,371.96,39.72,3464.82,2522.83,1290.05,2827.84,2574.43,1181.3,403.02,1358.66,1388.22,358.42,2443.13,1733.49,,485.69,867.99,3182.44,1119.38,387.59,969.58,3043.34,1552.15,985.37,2875.83,2595.21,2173.94,3098.91,2858.11,416.77
849,"Sparks, NV",3216.67,2727.2,192.93,2276.64,1004.42,2352.91,849.93,1037.85,1611.07,2606.22,2087.91,503.27,3390.37,492.5,1811.69,2991.43,2319.76,845.34,2373.65,491.59,3499.48,505.26,2846.72,3170.16,2302.67,3432.42,3527.17,1986.39,2294.21,1792.05,3285.78,141.84,2206.29,301.71,3102.48,725.51,2165.19,2827.05,3750.55,457.48,3112.15,2175.84,2902.05,2190.62,645.1,3006.06,540.9,3441.01,1556.78,1588.36,219.27,1031.41,3733.57,2710.87,3056.84,2425.4,516.74,539.2,542.42,402.62,3562.57,2807.77,3210.96,2312.65,1941.07,3508.15,446.93,3467.05,3432.64,198.01,512.77,3829.35,2301.5,852.89,3192.37,2938.96,1491.41,531.32,1723.19,1752.75,265.57,2282.83,2098.02,485.79,,439.21,3546.97,690.6,752.12,540.81,3407.87,1916.68,556.59,3240.36,2084.97,1866.79,3463.44,3222.64,152.82
859,"Springfield, OR",3301.39,3368.07,512.77,2483.23,1801.48,3688.17,286.1,1244.44,2308.07,3035.16,2442.62,885.49,3440.03,874.72,3146.95,3733.86,2526.35,295.09,3708.9,873.81,3447.81,887.47,2815.36,4505.42,2509.27,3422.58,3450.55,2677.56,2500.8,3127.31,3714.94,482.89,3541.55,642.77,3531.65,1217.6,2371.78,2816.58,3673.92,931.65,3541.31,2382.43,4237.3,2439.87,315.89,4341.32,923.12,3455.41,2285.76,2296.65,535.31,1752.7,3656.95,4046.13,4392.09,3760.66,939.46,921.41,924.63,523.5,3485.95,2702.55,4546.22,2519.25,2147.67,3456.48,886.48,3418.51,3422.8,513.95,894.98,3752.73,2508.1,292.61,3621.53,3569.01,2298.05,1234.4,3058.45,3088.01,568.74,2489.43,3433.28,868.01,439.83,,3470.34,252.16,1242.85,102.36,3425.45,3251.93,118.15,3322.34,2291.57,2073.38,3416.08,3282.47,451.85
869,"Stratford, CT",316.51,1010.48,3523.06,989.85,2011.8,1880.1,3468.28,2277.16,1412.28,1022.48,1653.87,3153.76,170.62,3177.02,1741.16,861.3,953.8,3463.69,1278.05,3170.02,81.19,3169.47,796.42,1308.73,975.88,116.45,19.69,2016.06,979.18,1740.64,622.05,3545.62,1548.69,3392.5,798.95,2807.01,1288.2,835.49,204.07,3106.22,801.91,1153.89,1012.23,1472.4,3263.45,1170.98,3178.79,141.22,1467.34,1443.24,3510.52,1949.63,187.1,1032.23,1188.12,1952.59,2327.48,3173.19,3100.27,3003.82,15.3,892.74,1349.53,947.89,1399.64,98.17,3080.01,86.4,109.35,3528.14,3134.15,282.88,1023.32,3471.24,414.39,787.89,2316.13,3143.46,1994.3,1945.82,3514.59,986.3,1625.21,3168.38,3520.98,3520.26,,3487.04,2785.43,3420.12,151.22,1709.02,3416.07,320.15,1245.24,1443.65,102.31,300.47,3572.95
879,"Tacoma, WA",3268.15,3334.83,764.16,2449.99,1768.23,3654.92,35.93,1211.2,2274.82,3001.91,2409.38,1136.87,3406.79,1126.11,3113.71,3700.61,2493.11,44.92,3675.66,1125.2,3414.57,1138.86,2782.11,4472.17,2476.02,3389.34,3417.31,2644.31,2467.56,3094.07,3681.7,734.27,3508.31,894.15,3498.4,1401.15,2338.54,2783.34,3640.68,1348.11,3508.07,2349.19,4204.06,2406.63,226.48,4308.08,1174.5,3422.17,2252.52,2263.41,786.7,1719.46,3623.71,4012.88,4358.85,3727.41,906.22,1172.8,1362.49,490.25,3452.71,2669.31,4512.98,2486.0,2114.42,3423.23,1126.15,3385.27,3389.56,765.34,1146.37,3719.49,2474.85,42.44,3588.29,3535.76,2264.8,1201.16,3025.21,3054.76,820.13,2456.18,3400.04,1119.4,691.22,252.79,3437.1,,1427.76,152.01,3392.21,3218.69,134.21,3289.09,2258.32,2040.14,3382.83,3249.23,703.23
889,"Tempe Junction, AZ",2468.83,1979.36,741.42,2063.36,887.13,1605.07,1397.59,1440.24,1588.09,1858.38,1340.07,372.12,2642.53,395.38,1063.85,2243.59,2050.37,1393.0,1625.8,388.38,2751.64,387.83,2098.88,2422.32,2039.08,2684.58,2779.33,1238.55,2042.39,1044.21,2537.94,763.98,1458.45,610.86,2354.64,25.76,2254.54,2079.21,3002.7,324.59,2364.31,2051.32,2154.2,1442.78,1192.76,2258.22,397.15,2693.17,1541.5,1560.73,728.88,938.56,2985.73,1963.03,2309.0,1677.56,662.19,391.55,318.63,933.14,2814.73,2059.93,2463.12,2037.94,1679.38,2760.31,298.37,2719.21,2684.8,746.5,352.51,3081.51,2139.52,1400.55,2444.53,2191.11,797.99,414.61,975.35,1004.91,732.95,2059.82,1350.18,386.74,739.34,1242.52,2799.12,1416.35,,1349.43,2660.03,1168.83,1345.38,2492.51,2211.9,2409.99,2715.6,2474.8,791.31
899,"Tigard, OR",3202.3,3268.97,614.37,2384.13,1702.38,3589.07,186.15,1145.34,2208.97,2936.06,2343.53,987.08,3340.94,976.32,3047.85,3634.76,2427.26,195.14,3609.81,975.41,3348.72,989.07,2716.26,4406.32,2410.17,3323.49,3351.46,2578.46,2401.71,3028.22,3615.84,584.48,3442.46,744.36,3432.55,1335.29,2272.69,2717.49,3574.83,1033.25,3442.22,2283.34,4138.21,2340.78,216.79,4242.23,1024.71,3356.31,2186.66,2197.56,636.91,1653.6,3557.86,3947.03,4293.0,3661.56,840.36,1023.01,1026.23,424.4,3386.86,2603.45,4447.12,2420.15,2048.57,3357.38,1060.3,3319.41,3323.71,615.54,996.58,3653.64,2409.0,192.66,3522.44,3469.91,2198.95,1135.31,2959.36,2988.91,670.34,2390.33,3334.19,969.6,541.43,103.0,3371.25,152.21,1361.91,,3326.36,3152.84,18.2,3223.24,2192.47,1974.28,3316.98,3183.37,553.44
909,"Trenton, NJ",186.28,880.25,3359.84,941.65,2909.88,1716.88,3420.08,2228.97,1364.08,859.26,1490.65,2990.55,35.25,3013.8,1577.95,731.06,905.6,3415.5,1114.83,3006.81,98.78,3006.25,606.21,1178.5,927.68,29.8,126.58,1852.84,930.99,1577.42,491.82,3382.41,1385.47,3229.29,668.71,2643.79,1240.01,645.28,349.95,2943.01,671.68,1105.7,882.0,1309.18,3215.25,1040.75,3015.58,32.22,1419.14,1395.05,3347.31,2961.32,332.98,902.0,1057.89,1789.37,3427.07,3009.97,2937.05,2955.63,161.98,844.55,1219.3,899.69,1351.44,107.45,2916.79,85.52,47.42,3364.92,2970.93,428.76,975.13,3423.04,284.16,657.66,2152.92,2980.24,1831.08,1782.6,3351.38,938.11,1462.0,3005.17,3357.76,3472.07,146.37,3438.85,2622.21,3371.92,,1545.81,3367.88,189.92,1197.05,1395.46,74.29,170.24,3409.73
919,"Tyler, TX",1370.74,727.83,1905.55,965.27,1455.59,353.68,2798.21,2008.71,528.19,760.29,288.21,1536.26,1544.44,1559.52,107.22,992.06,952.28,2793.63,527.71,1552.52,1653.55,1551.96,1000.79,1170.79,940.99,1586.49,1681.24,398.55,944.3,123.13,1439.85,1928.12,350.92,1775.0,925.44,1189.5,1156.45,981.12,1904.61,1488.72,1266.22,953.23,902.67,376.45,2593.38,1006.69,1561.29,1595.08,502.08,507.24,1893.02,1507.03,1887.64,711.5,1057.46,426.17,1972.78,1555.68,1482.76,2333.76,1716.64,961.84,1211.59,939.85,663.89,1662.22,1462.5,1621.12,1586.71,1910.63,1516.64,1983.42,1041.43,2801.17,1346.44,939.58,698.63,1525.95,439.67,258.79,1897.09,961.73,98.65,1550.88,1903.47,2850.2,1701.03,2816.97,1167.93,2750.05,1561.94,,2746.0,1394.42,1113.81,1311.9,1617.51,1376.71,1955.44
929,"Vancouver, WA",3198.17,3264.84,630.36,2380.0,1698.25,3584.94,168.01,1141.21,2204.84,2931.93,2339.4,1003.07,3336.81,992.31,3043.72,3630.63,2423.13,177.0,3605.68,991.4,3344.59,1005.06,2712.13,4402.19,2406.04,3319.36,3347.33,2574.33,2397.58,3024.09,3611.71,600.47,3438.32,760.35,3428.42,1331.16,2268.56,2713.36,3570.7,1278.13,3438.09,2279.21,4134.08,2336.65,212.66,4238.1,1040.7,3352.18,2182.53,2193.42,652.9,1649.47,3553.73,3942.9,4288.87,3657.43,836.23,1039.0,1042.22,420.27,3382.73,2599.32,4442.99,2416.02,2044.44,3353.25,1056.17,3315.28,3319.57,631.53,1012.57,3649.51,2404.87,174.52,3518.31,3465.78,2194.82,1131.18,2955.23,2984.78,686.32,2386.2,3330.06,985.59,557.42,118.99,3367.12,134.07,1357.77,18.2,3322.22,3148.71,,3219.11,2188.34,1970.15,3312.85,3179.24,569.43
939,"Waldorf, MD",26.08,689.26,3243.44,826.29,2793.47,1600.47,3304.72,2113.61,1182.77,742.85,1374.24,2874.14,161.56,2897.4,1461.54,540.07,790.24,3300.14,998.42,2890.4,273.57,2889.84,525.75,987.5,812.32,213.56,301.37,1736.44,815.63,1461.01,300.82,3266.0,1269.06,3112.88,477.72,2527.38,1124.65,564.82,524.74,2826.6,480.68,990.34,691.0,1192.77,3099.89,849.76,2899.17,212.67,1237.82,1213.73,3230.9,2844.91,507.76,711.0,866.89,1672.96,3310.66,2893.56,2820.64,2840.27,336.77,662.59,1028.3,784.33,1236.08,282.23,2800.38,260.31,235.91,3248.51,2854.52,603.54,859.77,3307.68,93.16,466.66,2036.51,2863.83,1714.67,1666.19,3234.97,822.75,1345.59,2888.76,3241.35,3356.71,321.16,3323.49,2505.81,3256.56,193.65,1429.4,3252.52,,1081.69,1280.1,249.08,37.54,3293.32
949,"Waterloo, IA",1059.5,1133.78,3083.26,248.96,780.92,1440.3,2253.91,1062.8,319.58,800.87,566.54,2713.96,1198.14,2737.22,1301.36,1499.57,284.46,2249.33,881.3,2730.22,1205.92,2729.67,738.9,1761.06,274.38,1180.69,1208.66,649.47,258.91,1300.84,1480.65,1908.36,1108.89,2952.7,1297.36,2367.21,386.86,703.95,1432.03,2666.43,1307.02,89.44,1464.56,472.17,2049.08,1587.19,2738.99,1213.52,352.48,328.39,3070.72,794.35,1415.06,1121.23,1640.45,1512.79,1204.5,2733.39,2660.47,1789.46,1244.06,460.66,1801.86,277.35,258.24,1214.58,2640.21,1176.62,1180.91,3088.34,2694.35,1510.84,271.84,2256.87,1387.24,1334.72,1876.33,1435.11,1554.5,1506.02,3074.79,242.38,1185.41,2728.58,1766.71,2305.9,1228.45,2272.68,2345.63,2205.75,1183.56,1269.23,2201.71,1080.44,,229.28,1174.18,1040.58,1919.35
959,"West Coon Rapids, MN",1233.76,1300.44,2076.59,415.6,883.58,1606.96,2038.51,847.4,471.41,967.53,718.36,2880.63,1372.4,2903.89,1468.03,1666.23,458.73,2033.93,1047.96,2896.89,1380.19,2896.33,747.73,1927.72,441.64,1354.96,1382.93,802.12,433.18,1467.5,1647.31,2025.49,1275.55,2185.37,1464.02,2533.87,304.16,748.95,1606.3,2833.09,1473.69,321.45,1631.23,623.99,1833.68,1753.85,2905.66,1387.78,504.3,480.21,2102.93,1099.34,1589.32,1287.89,1807.12,1679.45,1494.3,2900.05,2827.13,1574.06,1418.33,634.92,1968.53,451.62,379.71,1388.85,1913.3,1350.88,1355.17,2081.66,2861.01,1685.11,440.47,2041.47,1553.91,1501.38,2043.0,1789.25,1721.16,1672.68,2149.22,421.8,1352.08,2895.25,1883.83,2090.5,1402.72,2057.28,2512.29,1990.35,1357.82,1435.89,1986.31,1254.71,230.59,,1348.45,1214.84,2036.48
969,"West Orange, NJ",239.54,933.52,3434.8,937.13,2984.84,1791.84,3415.56,2224.44,1359.56,934.22,1565.61,3065.5,93.65,3088.76,1652.9,784.33,901.08,3410.97,1189.79,3081.76,49.2,3081.21,743.7,1231.76,923.16,39.49,76.89,1927.8,926.47,1652.38,545.08,3457.36,1460.43,3304.24,721.98,2718.75,1235.49,782.77,300.26,3017.97,724.94,1101.17,935.26,1384.14,3210.73,1094.02,3090.53,64.25,1414.62,1390.52,3422.26,1896.91,283.29,955.26,1111.15,1864.33,3502.02,3084.93,3012.01,2951.11,112.29,840.03,1272.56,895.17,1346.92,57.86,2991.75,13.61,32.38,3439.88,3045.89,379.07,970.61,3418.52,337.42,710.92,2227.87,3055.2,1906.04,1857.56,3426.33,933.58,1536.95,3080.12,3432.72,3467.55,96.68,3434.32,2697.17,3367.4,74.25,1620.76,3363.35,243.19,1192.53,1390.93,,223.51,3484.69
979,"Wheaton, MD",17.7,711.67,3192.47,786.82,2742.51,1549.51,3265.25,2074.13,1143.29,691.89,1323.28,2823.17,137.25,2846.43,1410.58,562.48,750.77,3260.66,947.46,2839.44,249.26,2838.88,486.28,1009.92,772.85,189.25,277.05,1685.47,776.15,1410.05,323.24,3215.04,1218.1,3061.92,500.14,2476.42,1085.17,525.35,500.43,2775.64,503.1,950.86,713.42,1141.81,3060.42,872.17,2848.2,188.35,1198.35,1174.26,3179.93,2793.94,483.45,733.42,889.31,1622.0,3259.7,2842.6,2769.68,2800.79,312.45,623.12,1050.72,744.86,1196.61,257.92,2749.42,236.0,211.6,3197.55,2803.56,579.23,820.29,3268.2,115.58,489.08,1985.54,2812.87,1663.71,1615.23,3184.0,783.27,1294.63,2837.8,3190.39,3317.23,296.85,3284.01,2454.84,3217.09,169.34,1378.44,3213.04,36.47,1042.21,1240.62,224.77,,3242.36
989,"Woodland, CA",3256.5,2767.02,61.59,2851.03,1157.15,2392.73,737.56,1190.57,2375.76,2646.05,2127.73,434.58,3430.19,423.81,1851.52,3031.25,2838.04,746.55,2413.47,422.9,3539.31,436.57,2886.54,3209.98,2826.74,3472.25,3567.0,2026.21,2830.05,1831.88,3325.6,31.98,2246.12,191.86,3142.3,766.69,2317.92,2866.88,3790.37,480.75,3151.97,2328.57,2941.87,2230.44,797.83,3045.89,472.21,3480.83,2329.16,2348.4,87.93,1184.14,3773.4,2750.69,3096.66,2465.22,669.47,470.51,473.73,555.34,3602.4,2847.6,3250.78,2825.6,2093.8,3547.97,603.81,3506.88,3472.46,66.67,444.08,3869.18,2927.18,744.07,3232.19,2978.78,1585.65,684.05,1763.02,1792.57,125.78,2847.48,2137.85,417.1,153.01,452.22,3586.79,703.62,791.94,553.82,3447.69,1956.5,569.61,3280.18,2237.7,2019.51,3503.26,3262.47,
999,"Yuma, AZ",2599.57,2110.1,630.8,2194.11,1179.59,1735.81,1394.07,1353.07,1718.83,1989.12,1470.81,261.5,2773.27,284.76,1194.59,2374.33,2181.12,1389.48,1756.55,277.76,2882.38,277.2,2229.62,2553.06,2169.82,2815.32,2910.07,1369.29,2173.13,1174.95,2668.68,653.36,1589.19,500.24,2485.38,170.01,2385.28,2209.95,3133.45,213.96,2495.05,2182.06,2284.95,1573.52,1189.24,2388.96,237.36,2823.91,1672.24,1691.47,618.26,1231.02,3116.47,2093.77,2439.74,1808.3,707.17,240.77,208.01,929.62,2945.47,2190.67,2593.86,2168.68,1810.12,2891.05,294.85,2849.95,2815.54,635.87,241.89,3212.25,2270.26,1397.03,2575.27,2321.86,928.73,411.09,1106.09,1135.65,622.33,2190.56,1480.92,276.12,749.61,1131.9,2929.87,1412.83,198.12,1345.91,2790.77,1299.58,1341.86,2623.26,2342.64,2540.73,2846.34,2605.54,680.68
